序号,变量名,数据类型,隐藏初始值,初始值,掉电保持,网络公开,注释,软元件地址,
,PMS_stApplySource.ChestImpact.arVelocity[2],REAL,,0.000000,,,,,
,PMS_stApplySource.ChestImpact.arVelocity[3],REAL,,0.000000,,,,,
,PMS_stApplySource.ChestImpact.arVelocity[4],REAL,,0.000000,,,,,
,PMS_stApplySource.ChestImpact.arVelocity[5],REAL,,0.000000,,,,,
,PMS_stApplySource.ChestImpact.arVelocity[6],REAL,,0.000000,,,,,
,PMS_stApplySource.ChestImpact.arVelocity[7],REAL,,0.000000,,,,,
,PMS_stApplySource.ChestImpact.arVelocity[8],REAL,,0.000000,,,,,
,PMS_stApplySource.ChestImpact.arVelocity[9],REAL,,0.000000,,,,,
,PMS_stApplySource.ChestImpact.arVelocity[10],REAL,,0.000000,,,,,
,PMS_stApplySource.ChestImpact.arVelocity[11],REAL,,0.000000,,,,,
,PMS_stApplySource.ChestImpact.arVelocity[12],REAL,,0.000000,,,,,
,PMS_stApplySource.ChestImpact.arVelocity[13],REAL,,0.000000,,,,,
,PMS_stApplySource.ChestImpact.arVelocity[14],REAL,,0.000000,,,,,
,PMS_stApplySource.ChestImpact.arVelocity[15],REAL,,0.000000,,,,,
,PMS_stApplySource.ChestImpact.rAcc,REAL,,0.000000,,,"(* 加速度：运动加速阶段的加速度       ?? 必须 > 0，否则运动异常！       单位：用户单位/秒2 *)",,
,PMS_stApplySource.ChestImpact.rDec,REAL,,0.000000,,,"  (* 减速度：运动减速阶段的减速度       ?? 必须 > 0，否则运动异常！       单位：用户单位/秒2 *)",,
,PMS_stApplySource.ChestImpact.rInitialPosition,REAL,,0.000000,,,"初始位置：运动开始前的参考位置       用于某些需要回原点的场景       单位：用户单位",,
,PMS_stApplySource.ChestImpact.rReserved,REAL,,0.000000,,,,,
,PMS_stApplySource.ChestImpact.iVelocityMode,INT,,0,,,"速度切换模式 (* 速度模式：       0 = 各段使用独立速度（arVelocity 数组）       1 = 所有段使用 arVelocity[0] 的速度 *)",,
,PMS_stApplySource.ChestImpact.iCycleModeLen,INT,,0,,," 方向数组有效长度：abCycleMode 的有效元素个数       范围：1 ~ 16       例如 iCycleModeLen=2 时，方向按 [0,1,0,1...] 循环",,
,PMS_stApplySource.ChestImpact.iCycleCount,INT,,0,,,"循环次数：该轴独立的循环次数设置       -1 = 使用 Stru_工作参数.iCycleCount 全局值       ≥0 = 使用此独立值       一次循环 = 执行完 arPosition 全部段",,
,PMS_stApplySource.ChestImpact.iSignalMode,INT,,0,,,"信号模式：该轴独立的信号触发模式       -1 = 使用 Stru_工作参数.iSignalMode 全局值       0  = 点动模式：每次循环都需要信号触发       1  = 连动模式：首次需要信号，后续自动执行",,
,PMS_stApplySource.ChestImpact.iSegmentCount,INT,,0,,,"运动段数：arPosition/arVelocity 的有效元素个数       范围：1 ~ 16       ?? 必须 > 0，否则报错 1005",,
,PMS_stApplySource.ChestImpact.iPadInt,INT,,0,,,,,
,PMS_stApplySource.ChestImpact.bEnabled,BOOL,,OFF,,,"轴使能：是否启用此轴的往复运动       TRUE  = 启用，参与联动       FALSE = 禁用，不执行运动（用于 2 轴联动场景）",,
,PMS_stApplySource.ChestImpact.bOneWay,BOOL,,OFF,,,单向还是多向,,
,PMS_stApplySource.ChestImpact.abCycleMode,BOOL[16],,...,,,"方向模式数组：定义每个循环周期的方向       FALSE = 正向（使用 arPosition 原值）       TRUE  = 反向（使用 -arPosition）       示例：[FALSE, TRUE] 表示第1次正向，第2次反",,
,PMS_stApplySource.ChestImpact.abCycleMode[0],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.abCycleMode[1],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.abCycleMode[2],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.abCycleMode[3],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.abCycleMode[4],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.abCycleMode[5],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.abCycleMode[6],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.abCycleMode[7],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.abCycleMode[8],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.abCycleMode[9],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.abCycleMode[10],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.abCycleMode[11],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.abCycleMode[12],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.abCycleMode[13],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.abCycleMode[14],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.abCycleMode[15],BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.bPad0,BOOL,,OFF,,,,,
,PMS_stApplySource.ChestImpact.bPad1,BOOL,,OFF,,,,,
,PMS_stApplySource.rPusherPos,REAL,,0.000000,,,"成角角度：设备成角机构的目标角度       用于成角阶段的控制       单位：度",,
,PMS_stApplySource.rPusherInitPos,REAL,,0.000000,,,尾板初始角度,,
,PMS_stApplySource.diBatchCount,DINT,,0,,,完整调理流程重复次数 (老化模式),,
,PMS_stApplySource.diBatchInterval,DINT,,0,,,"批次间隔时间 (ms, 老化模式)",,
,PMS_stApplySource.diTotalTimeout,DINT,,0,,,"总超时 (ms, 默认 300000)",,
,PMS_stApplySource.diConfirmTimeout,DINT,,0,,,"HMI 等待确认超时设置 (ms, <=0=禁用)",,
,PMS_stApplySource.iCycleCount,INT,,0,,," 全局循环次数：所有轴的默认循环次数       一次循环 = 执行完 arPosition 全部段",,
,PMS_stApplySource.iSignalMode,INT,,0,,,"全局信号模式 (0=脚踏, 1=自动)",,
212,IA_bResetLongTrigIn,BOOL,,OFF,,,,,
213,C_LONG_PRESS_TIME,DINT,,5000,,,,,
214,IA_bResetLong_Q,BOOL,,OFF,,,,,
215,IA_diResetLong_ET,DINT,,0,,,,,
216,CMD_bHomeAll_Latched,BOOL,,OFF,,,,,
217,CMD_bProdStart_Latched,BOOL,,OFF,,,,,
218,IA_bResetLongReq,BOOL,,OFF,,,,,
219,IA_bBuildZeroAllowed,BOOL,,OFF,,,,,
220,CMD_bHomingStart_Latched,BOOL,,OFF,,,,,
221,INIT_bStableQ,BOOL,,OFF,,,,,
222,INIT_diStableET,DINT,,0,,,,,
223,INIT_bEnableQ,BOOL,,OFF,,,,,
224,INIT_diEnableET,DINT,,0,,,,,
225,INIT_bResetQ,BOOL,,OFF,,,,,
226,INIT_diResetET,DINT,,0,,,,,
227,CAL_iStep,INT,,0,,,,,
228,CAL_bTimeoutQ,BOOL,,OFF,,,,,
229,CAL_diTimeoutET,DINT,,0,,,,,
230,RST_bTimeoutQ,BOOL,,OFF,,,,,
231,RST_diTimeoutET,DINT,,0,,,,,
232,RST_bResetSent,BOOL,,OFF,,,,,
233,EM_iWinLevel,INT,,0,,,,,
234,EM_iWinCode,INT,,0,,,,,
235,EM_iWinSource,INT,,0,,,,,
236,EM_iWinSubCode,INT,,0,,,,,
237,EM_iWinPriority,INT,,0,,,,,
238,EM_iWinChannel,INT,,0,,,,,
239,HMI_bIsSelfTest,BOOL,,OFF,,,,,
240,MM_bStopTimeout_Q,BOOL,,OFF,,,,,
241,MM_diStopTimeout_ET,DINT,,0,,,,,
242,OUT_bTailHome,BOOL,,OFF,,,,,
243,OUT_bTailManualPresetAllow,BOOL,,OFF,,,,,
244,OUT_bTailReferenceBase,BOOL,,OFF,,,,,
245,OUT_rHCPresetPulse,REAL,,0.000000,,,,,
246,MON_bBootSnapshotDone,BOOL,,OFF,,,,,
247,MON_rTailPulseBoot,REAL,,0.000000,,,,,
248,MON_bServoPosSuspectedLatched,BOOL,,OFF,,,,,
249,AUTO_bFBExecute,BOOL,,OFF,,,,,
250,AUTO_bBatchMode,BOOL,,OFF,,,,,
251,AUTO_bHoldStart,BOOL,,OFF,,,,,
252,AUTO_bBatchDelayEnable,BOOL,,OFF,,,,,
253,AUTO_bCondDonePrev,BOOL,,OFF,,,,,
254,AUTO_bBatchDelayQ,BOOL,,OFF,,,,,
255,AUTO_diBatchDelayET,DINT,,0,,,,,
256,AUTO_iLockedMode,INT,,0,,,,,
257,AUTO_diBatchTarget,DINT,,0,,,,,
258,AUTO_diBatchCurrent,DINT,,0,,,,,
259,SM_bHardEStopTrig,BOOL,,OFF,,,,,
260,SM_bSoftEStopTrig,BOOL,,OFF,,,,,
261,SM_bTriggerRise,BOOL,,OFF,,,,,
262,SM_iStep,INT,,0,,,,,
263,SM_bStopTimerQ,BOOL,,OFF,,,,,
264,SM_diStopTimerET,DINT,,0,,,,,
265,EH_bActive,BOOL,,OFF,,,,,
266,EH_bTailStarted,BOOL,,OFF,,,,,
267,EH_rJogVel,REAL,,0.000000,,,,,
268,HOM_bActive,BOOL,,OFF,,,,,
269,HOM_bTailStarted,BOOL,,OFF,,,,,
270,HOM_bServoPosValid,BOOL,,OFF,,,,,
271,MON_iCandCode,INT,,0,,,,,
272,MON_iCandSource,INT,,0,,,,,
273,MON_iCandPriority,INT,,0,,,,,
274,MON_iCandSubCode,INT,,0,,,,,
275,MON_iCandLevel,INT,,0,,,,,
276,SimTailTilt,Stru_SimTailTilt,,,,,,,
,SimTailTilt.rPulse,REAL,,0.000000,,,,,
,SimTailTilt.rSpeed,REAL,,0.000000,,,,,
,SimTailTilt.rPulsePerSec,REAL,,0.000000,,,,,
,SimTailTilt.rSensorOnDeg,REAL,,0.000000,,,,,
,SimTailTilt.rSensorOffDeg,REAL,,0.000000,,,,,
,SimTailTilt.rPresetPulse,REAL,,0.000000,,,,,
,SimTailTilt.rCurrAngle,REAL,,0.000000,,,,,
,SimTailTilt.diScanMs,DINT,,0,,,,,
,SimTailTilt.diAdRaw,DINT,,0,,,,,
,SimTailTilt.bEnable,BOOL,,OFF,,,,,
,SimTailTilt.bHcValid,BOOL,,OFF,,,,,
,SimTailTilt.bHcError,BOOL,,OFF,,,,,
,SimTailTilt.bPresetReq,BOOL,,OFF,,,,,
,SimTailTilt.bPad0,BOOL,,OFF,,,,,
,SimTailTilt.bPad1,BOOL,,OFF,,,,,
,SimTailTilt.bPad2,BOOL,,OFF,,,,,
,SimTailTilt.bPad3,BOOL,,OFF,,,,,
277,MON_iBestCode,INT,,0,,,,,
278,MON_iBestLevel,INT,,0,,,,,
279,MON_iBestSource,INT,,0,,,,,
280,MON_iBestSubCode,INT,,0,,,,,
281,MON_iBestPriority,INT,,0,,,,,
282,MON_bUpTimeQ,BOOL,,OFF,,,,,
283,MON_diUpTimeET,DINT,,0,,,,,
284,HOM_abAxisSelect,BOOL[4],,,,,,,
,HOM_abAxisSelect[0],BOOL,,OFF,,,,,
,HOM_abAxisSelect[1],BOOL,,OFF,,,,,
,HOM_abAxisSelect[2],BOOL,,OFF,,,,,
,HOM_abAxisSelect[3],BOOL,,OFF,,,,,
285,HOM_astAxis,Stru_SubFBStatus[4],,,,,,,
,HOM_astAxis[0],Stru_SubFBStatus,,...,,,,,
,HOM_astAxis[0].iErrCode,INT,,0,,,,,
,HOM_astAxis[0].iPad,INT,,0,,,,,
,HOM_astAxis[0].bBusy,BOOL,,OFF,,,,,
,HOM_astAxis[0].bDone,BOOL,,OFF,,,,,
,HOM_astAxis[0].bError,BOOL,,OFF,,,,,
,HOM_astAxis[0].bPad0,BOOL,,OFF,,,,,
,HOM_astAxis[1],Stru_SubFBStatus,,...,,,,,
,HOM_astAxis[1].iErrCode,INT,,0,,,,,
,HOM_astAxis[1].iPad,INT,,0,,,,,
,HOM_astAxis[1].bBusy,BOOL,,OFF,,,,,
,HOM_astAxis[1].bDone,BOOL,,OFF,,,,,
,HOM_astAxis[1].bError,BOOL,,OFF,,,,,
,HOM_astAxis[1].bPad0,BOOL,,OFF,,,,,
,HOM_astAxis[2],Stru_SubFBStatus,,...,,,,,
,HOM_astAxis[2].iErrCode,INT,,0,,,,,
,HOM_astAxis[2].iPad,INT,,0,,,,,
,HOM_astAxis[2].bBusy,BOOL,,OFF,,,,,
,HOM_astAxis[2].bDone,BOOL,,OFF,,,,,
,HOM_astAxis[2].bError,BOOL,,OFF,,,,,
,HOM_astAxis[2].bPad0,BOOL,,OFF,,,,,
,HOM_astAxis[3],Stru_SubFBStatus,,...,,,,,
,HOM_astAxis[3].iErrCode,INT,,0,,,,,
,HOM_astAxis[3].iPad,INT,,0,,,,,
,HOM_astAxis[3].bBusy,BOOL,,OFF,,,,,
,HOM_astAxis[3].bDone,BOOL,,OFF,,,,,
,HOM_astAxis[3].bError,BOOL,,OFF,,,,,
,HOM_astAxis[3].bPad0,BOOL,,OFF,,,,,
286,EH_abAxisSelect,BOOL[4],,,,,,,
,EH_abAxisSelect[0],BOOL,,OFF,,,,,
,EH_abAxisSelect[1],BOOL,,OFF,,,,,
,EH_abAxisSelect[2],BOOL,,OFF,,,,,
,EH_abAxisSelect[3],BOOL,,OFF,,,,,
287,EH_astAxis,Stru_SubFBStatus[4],,,,,,,
,EH_astAxis[0],Stru_SubFBStatus,,...,,,,,
,EH_astAxis[0].iErrCode,INT,,0,,,,,
,EH_astAxis[0].iPad,INT,,0,,,,,
,EH_astAxis[0].bBusy,BOOL,,OFF,,,,,
,EH_astAxis[0].bDone,BOOL,,OFF,,,,,
,EH_astAxis[0].bError,BOOL,,OFF,,,,,
,EH_astAxis[0].bPad0,BOOL,,OFF,,,,,
,EH_astAxis[1],Stru_SubFBStatus,,...,,,,,
,EH_astAxis[1].iErrCode,INT,,0,,,,,
,EH_astAxis[1].iPad,INT,,0,,,,,
,EH_astAxis[1].bBusy,BOOL,,OFF,,,,,
,EH_astAxis[1].bDone,BOOL,,OFF,,,,,
,EH_astAxis[1].bError,BOOL,,OFF,,,,,
,EH_astAxis[1].bPad0,BOOL,,OFF,,,,,
,EH_astAxis[2],Stru_SubFBStatus,,...,,,,,
,EH_astAxis[2].iErrCode,INT,,0,,,,,
,EH_astAxis[2].iPad,INT,,0,,,,,
,EH_astAxis[2].bBusy,BOOL,,OFF,,,,,
,EH_astAxis[2].bDone,BOOL,,OFF,,,,,
,EH_astAxis[2].bError,BOOL,,OFF,,,,,
,EH_astAxis[2].bPad0,BOOL,,OFF,,,,,
,EH_astAxis[3],Stru_SubFBStatus,,...,,,,,
,EH_astAxis[3].iErrCode,INT,,0,,,,,
,EH_astAxis[3].iPad,INT,,0,,,,,
,EH_astAxis[3].bBusy,BOOL,,OFF,,,,,
,EH_astAxis[3].bDone,BOOL,,OFF,,,,,
,EH_astAxis[3].bError,BOOL,,OFF,,,,,
,EH_astAxis[3].bPad0,BOOL,,OFF,,,,,
288,EH_rChestJogVel,REAL,,0.000000,,,,,
289,EH_rLegJogVel,REAL,,0.000000,,,,,
290,EH_rSeatJogVel,REAL,,0.000000,,,,,
291,FR_TaskCalibrate,Stru_FaultReq,,,,,,,
,FR_TaskCalibrate.iCode,INT,,0,,,"错误码 (按 CONST_Definitions, 当前覆盖 1xxx~6xxx)",,
,FR_TaskCalibrate.iLevel,INT,,0,,,"级别 (0=Info 1=Warning 2=Critical, SystemError.iLevel 统一)",,
,FR_TaskCalibrate.iSource,INT,,0,,,"来源码 (SOURCE_* 常量, 全局唯一编号)",,
,FR_TaskCalibrate.iSubCode,INT,,0,,, 子码 (9xxx PLC / Er.xxx SV630),,
,FR_TaskCalibrate.iPriority,INT,,0,,,"[P2] 仲裁权重 (PW_* 常量, 同 iLevel 时值越大越优先)",,
,FR_TaskCalibrate.bPending,BOOL,,OFF,,,"有待处理请求 (写入方置 TRUE, ERROR_MANAGER 消费后清零)",,
,FR_TaskCalibrate.bPad0,BOOL,,OFF,,,,,
292,PS_bValid,BOOL,,OFF,,,,,
293,PW_bPowerTarget,BOOL,,OFF,,,,,
294,PW_iStep,INT,,0,,,,,
295,PW_bTimerReset,BOOL,,OFF,,,,,
296,PW_bTimerQ,BOOL,,OFF,,,,,
297,PW_diTimerET,DINT,,0,,,,,
298,RST_bClearTimeoutQ,BOOL,,OFF,,,,,
299,RST_diClearTimeoutET,DINT,,0,,,,,
300,RST_bPowerOnTimeoutQ,BOOL,,OFF,,,,,
301,RST_diPowerOnTimeoutET,DINT,,0,,,,,
302,ST_bFirstEntry,BOOL,,OFF,,,,,
303,ST_iStep,INT,,0,,,,,
304,ST_iErrCode,INT,,0,,,,,
305,ST_iAxisId,INT,,0,,,,,
306,ST_bReturnMove,BOOL,,OFF,,,,,
307,ST_bMoveCmdSent,BOOL,,OFF,,,,,
308,ST_bMoveStarted,BOOL,,OFF,,,,,
309,ST_bCalibBaseline,BOOL,,OFF,,,,,
310,ST_bCalibBusySeen,BOOL,,OFF,,,,,
311,ST_bConfirmTimeoutQ,BOOL,,OFF,,,,,
312,ST_diConfirmET,DINT,,0,,,,,
313,ST_bCalibTimeoutQ,BOOL,,OFF,,,,,
314,ST_diCalibET,DINT,,0,,,,,
315,ST_bMoveTimeoutQ,BOOL,,OFF,,,,,
316,ST_diMoveET,DINT,,0,,,,,
317,ST_bSettleTimeoutQ,BOOL,,OFF,,,,,
318,ST_diSettleET,DINT,,0,,,,,
319,ST_rChestStart,REAL,,0.000000,,,,,
320,ST_rLegStart,REAL,,0.000000,,,,,
321,ST_rSeatStart,REAL,,0.000000,,,,,
322,ST_rTargetPos,REAL,,0.000000,,,,,
323,SIM_rPulsePerDeg,REAL,,0.000000,,,,,
324,SIM_rMinPulse,REAL,,0.000000,,,,,
325,SIM_rMaxPulse,REAL,,0.000000,,,,,
326,SIM_rStepPulse,REAL,,0.000000,,,,,
327,SIM_rHomeDelta,REAL,,0.000000,,,,,
328,CAL_bFirstEntry,BOOL,,OFF,,,,,
329,INIT_bParamValid,BOOL,,OFF,,,,,
330,HMIO_bSyncChestConfigReq,BOOL,,OFF,,,,,
331,HMIO_bSyncLegConfigReq,BOOL,,OFF,,,,,
332,HMIO_bSyncSeatConfigReq,BOOL,,OFF,,,,,
333,HMIO_bSyncTailConfigReq,BOOL,,OFF,,,,,
334,HMIO_bSyncConditionParamReq,BOOL,,OFF,,,,,
335,HMIO_bEditableNow,BOOL,,OFF,,,,,
336,OUT_bChestHomeStatePrev,BOOL,,OFF,,,,,
337,OUT_bLegHomeStatePrev,BOOL,,OFF,,,,,
338,OUT_bSeatHomeStatePrev,BOOL,,OFF,,,,,
339,HMI_bIsStandbyOrService,BOOL,,OFF,,,,,
340,HMI_bIsService,BOOL,,OFF,,,,,
341,RC_bZeroOK,BOOL,,OFF,,,,,
342,RC_bParamOK,BOOL,,OFF,,,,,
343,RC_bHardwareOK,BOOL,,OFF,,,,,
344,RC_bHcOK,BOOL,,OFF,,,,,
345,RC_bPositionOK,BOOL,,OFF,,,,,
346,RC_bReferenceOK,BOOL,,OFF,,,,,
347,RC_bAllPassed,BOOL,,OFF,,,,,
348,TR_Service,Stru_TaskResult,,,,,,,
,TR_Service.iPhase,INT,,0,,,当前执行阶段 (0/10/20/.../100=完成/900=中止/999=错误),,
,TR_Service.iBlockReason,INT,,0,,,"阻塞原因 (P14: HMI 显示""卡在哪步"", 0=无阻塞)                                    // 1=等待使能 2=等待停稳 3=等待到位 4=等待传感器",,
,TR_Service.bDone,BOOL,,OFF,,,正常完成,,
,TR_Service.bError,BOOL,,OFF,,,异常终止 (提交 FaultReq 后置位),,
,TR_Service.bAborted,BOOL,,OFF,,,被外部中止 (急停/模式切换导致的非正常退出),,
,TR_Service.bBusy,BOOL,,OFF,,,任务执行中,,
349,SVC_bFirstEntry,BOOL,,OFF,,,,,
350,OUT_bAutoRunning,BOOL,,OFF,,,,,
351,OUT_bChestHomeDonePrev,BOOL,,OFF,,,,,
352,OUT_bLegHomeDonePrev,BOOL,,OFF,,,,,
353,OUT_bSeatHomeDonePrev,BOOL,,OFF,,,,,
354,ST_bGateOK,BOOL,,OFF,,,,,
355,ST_bStep100Done,BOOL,,OFF,,,,,
356,ST_bFaultReported,BOOL,,OFF,,,,,
357,ST_bQuietAbort,BOOL,,OFF,,,,,
358,IA_bChestResetReq,BOOL,,OFF,,,,,
359,IA_bChestZeroReq,BOOL,,OFF,,,,,
360,IA_bChestMoveAbsReq,BOOL,,OFF,,,,,
361,IA_bChestMoveRelReq,BOOL,,OFF,,,,,
362,IA_bLegResetReq,BOOL,,OFF,,,,,
363,IA_bLegZeroReq,BOOL,,OFF,,,,,
364,IA_bLegMoveAbsReq,BOOL,,OFF,,,,,
365,IA_bLegMoveRelReq,BOOL,,OFF,,,,,
366,IA_bSeatResetReq,BOOL,,OFF,,,,,
367,IA_bSeatZeroReq,BOOL,,OFF,,,,,
368,IA_bSeatMoveAbsReq,BOOL,,OFF,,,,,
369,IA_bSeatMoveRelReq,BOOL,,OFF,,,,,
370,IA_bTailResetReq,BOOL,,OFF,,,,,
371,IA_bTailResetErrorReq,BOOL,,OFF,,,,,
372,IA_bTailCalibrateReq,BOOL,,OFF,,,,,
373,IA_bTailAutoMoveReq,BOOL,,OFF,,,,,
374,IA_bTailHomeReq,BOOL,,OFF,,,,,
375,IA_bTailManualPresetReq,BOOL,,OFF,,,,,
376,IA_bCondStopReq,BOOL,,OFF,,,,,
377,IA_bCondS2Req,BOOL,,OFF,,,,,
378,IA_bCondS3Req,BOOL,,OFF,,,,,
379,IA_bCondSkipAngleReq,BOOL,,OFF,,,,,
380,IA_bCondPauseReq,BOOL,,OFF,,,,,
381,IA_bCondResumeReq,BOOL,,OFF,,,,,
382,TT_T,BOOL,,OFF,,,,,
383,OUT_bAutoMove,BOOL,,OFF,,,,,
384,IA_bChestStopReq,BOOL,,OFF,,,,,
385,IA_bLegStopReq,BOOL,,OFF,,,,,
386,IA_bSeatStopReq,BOOL,,OFF,,,,,
387,IA_bTailStopReq,BOOL,,OFF,,,,,
388,IA_diTailAutoMoveReqCount,DINT,,0,,,,,
389,IA_diTailAutoMoveMappedCount,DINT,,0,,,,,
390,OUT_diTailAutoMoveFeedCount,DINT,,0,,,,,
391,AUTO_bTailAutoMoveReq,BOOL,,OFF,,,,,
392,AUTO_bManualDoneLatched,BOOL,,OFF,,,,,
393,AUTO_bManualRunLatched,BOOL,,OFF,,,,,
394,AUTO_stLatchedCondParam,Stru_CondParams,,,,,,,
,AUTO_stLatchedCondParam.SeatTwist,Stru_ReciprocationSettings,,...,,,座扭角轴配置,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition,REAL[16],,...,,,"位置数组    (* 位置数组：定义多段运动的目标位置       示例：[0, 100, 50, 150] 表示 4 段运动       - 第1段：当前位置 → 0       - 第2段：0 → 100       - 第3段：1",,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[0],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[1],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[2],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[3],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[4],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[5],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[6],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[7],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[8],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[9],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[10],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[11],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[12],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[13],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[14],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arPosition[15],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity,REAL[16],,...,,,"(* 速度数组：对应每段运动的速度       与 arPosition 一一对应       单位：用户单位/秒 *)",,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[0],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[1],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[2],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[3],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[4],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[5],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[6],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[7],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[8],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[9],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[10],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[11],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[12],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[13],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[14],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.arVelocity[15],REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.rAcc,REAL,,0.000000,,,"(* 加速度：运动加速阶段的加速度       ?? 必须 > 0，否则运动异常！       单位：用户单位/秒2 *)",,
,AUTO_stLatchedCondParam.SeatTwist.rDec,REAL,,0.000000,,,"  (* 减速度：运动减速阶段的减速度       ?? 必须 > 0，否则运动异常！       单位：用户单位/秒2 *)",,
,AUTO_stLatchedCondParam.SeatTwist.rInitialPosition,REAL,,0.000000,,,"初始位置：运动开始前的参考位置       用于某些需要回原点的场景       单位：用户单位",,
,AUTO_stLatchedCondParam.SeatTwist.rReserved,REAL,,0.000000,,,,,
,AUTO_stLatchedCondParam.SeatTwist.iVelocityMode,INT,,0,,,"速度切换模式 (* 速度模式：       0 = 各段使用独立速度（arVelocity 数组）       1 = 所有段使用 arVelocity[0] 的速度 *)",,
,AUTO_stLatchedCondParam.SeatTwist.iCycleModeLen,INT,,0,,," 方向数组有效长度：abCycleMode 的有效元素个数       范围：1 ~ 16       例如 iCycleModeLen=2 时，方向按 [0,1,0,1...] 循环",,
,AUTO_stLatchedCondParam.SeatTwist.iCycleCount,INT,,0,,,"循环次数：该轴独立的循环次数设置       -1 = 使用 Stru_工作参数.iCycleCount 全局值       ≥0 = 使用此独立值       一次循环 = 执行完 arPosition 全部段",,
,AUTO_stLatchedCondParam.SeatTwist.iSignalMode,INT,,0,,,"信号模式：该轴独立的信号触发模式       -1 = 使用 Stru_工作参数.iSignalMode 全局值       0  = 点动模式：每次循环都需要信号触发       1  = 连动模式：首次需要信号，后续自动执行",,
,AUTO_stLatchedCondParam.SeatTwist.iSegmentCount,INT,,0,,,"运动段数：arPosition/arVelocity 的有效元素个数       范围：1 ~ 16       ?? 必须 > 0，否则报错 1005",,
,AUTO_stLatchedCondParam.SeatTwist.iPadInt,INT,,0,,,,,
,AUTO_stLatchedCondParam.SeatTwist.bEnabled,BOOL,,OFF,,,"轴使能：是否启用此轴的往复运动       TRUE  = 启用，参与联动       FALSE = 禁用，不执行运动（用于 2 轴联动场景）",,
