序号,变量名,数据类型,隐藏初始值,初始值,掉电保持,网络公开,注释,软元件地址,
127,INIT_bReset_Q,BOOL,,OFF,不保持,私有,,,
128,INIT_diStable_ET,DINT,,0,不保持,私有,,,
129,INIT_diReset_ET,DINT,,0,不保持,私有,,,
130,MAN_bLimitValid,BOOL,,OFF,不保持,私有,,,
131,MAN_iLimitError,INT,,0,不保持,私有,,,
132,Default_ChestImpact_Limit,Stru_AxisLimitConfig,,OFF,不保持,私有,,,
,Default_ChestImpact_Limit.rPosLimit,REAL,,0.000000,,,正限位 (°或mm),,
,Default_ChestImpact_Limit.rNegLimit,REAL,,0.000000,,,负限位 (°或mm),,
,Default_ChestImpact_Limit.rInitPos,REAL,,0.000000,,,初始位置,,
,Default_ChestImpact_Limit.rTolerance,REAL,,0.000000,,,到位容差 (°或mm),,
,Default_ChestImpact_Limit.rMaxVel,REAL,,0.000000,,,最大速度,,
,Default_ChestImpact_Limit.rMinVel,REAL,,0.000000,,,最小速度,,
,Default_ChestImpact_Limit.rMaxAcc,REAL,,0.000000,,,加速度,,
,Default_ChestImpact_Limit.rMaxDec,REAL,,0.000000,,,减速度,,
,Default_ChestImpact_Limit.diPulsePerDeg,DINT,,0,,,脉冲当量 (Pulse/°),,
,Default_ChestImpact_Limit.diTimeout,DINT,,0,,,超时报警,,
133,Default_LegAngle_Limit,Stru_AxisLimitConfig,,OFF,不保持,私有,,,
,Default_LegAngle_Limit.rPosLimit,REAL,,0.000000,,,正限位 (°或mm),,
,Default_LegAngle_Limit.rNegLimit,REAL,,0.000000,,,负限位 (°或mm),,
,Default_LegAngle_Limit.rInitPos,REAL,,0.000000,,,初始位置,,
,Default_LegAngle_Limit.rTolerance,REAL,,0.000000,,,到位容差 (°或mm),,
,Default_LegAngle_Limit.rMaxVel,REAL,,0.000000,,,最大速度,,
,Default_LegAngle_Limit.rMinVel,REAL,,0.000000,,,最小速度,,
,Default_LegAngle_Limit.rMaxAcc,REAL,,0.000000,,,加速度,,
,Default_LegAngle_Limit.rMaxDec,REAL,,0.000000,,,减速度,,
,Default_LegAngle_Limit.diPulsePerDeg,DINT,,0,,,脉冲当量 (Pulse/°),,
,Default_LegAngle_Limit.diTimeout,DINT,,0,,,超时报警,,
134,Default_SeatTwist_Limit,Stru_AxisLimitConfig,,0,不保持,私有,,,
,Default_SeatTwist_Limit.rPosLimit,REAL,,0.000000,,,正限位 (°或mm),,
,Default_SeatTwist_Limit.rNegLimit,REAL,,0.000000,,,负限位 (°或mm),,
,Default_SeatTwist_Limit.rInitPos,REAL,,0.000000,,,初始位置,,
,Default_SeatTwist_Limit.rTolerance,REAL,,0.000000,,,到位容差 (°或mm),,
,Default_SeatTwist_Limit.rMaxVel,REAL,,0.000000,,,最大速度,,
,Default_SeatTwist_Limit.rMinVel,REAL,,0.000000,,,最小速度,,
,Default_SeatTwist_Limit.rMaxAcc,REAL,,0.000000,,,加速度,,
,Default_SeatTwist_Limit.rMaxDec,REAL,,0.000000,,,减速度,,
,Default_SeatTwist_Limit.diPulsePerDeg,DINT,,0,,,脉冲当量 (Pulse/°),,
,Default_SeatTwist_Limit.diTimeout,DINT,,0,,,超时报警,,
135,Default_TailTilt_Limit,Stru_PusherLimitConfig,,...,不保持,私有,,,
,Default_TailTilt_Limit.rMaxDeg,REAL,,0.000000,,,正限位 (°),,
,Default_TailTilt_Limit.rMinDeg,REAL,,0.000000,,,-27 负限位,,
,Default_TailTilt_Limit.rTolerance,REAL,,0.000000,,,到位死区 (mm) -> 防止继电器反复跳动,,
,Default_TailTilt_Limit.rInitialPosition,REAL,,0.000000,,,初始位置,,
,Default_TailTilt_Limit.rMinTravel,REAL,,0.000000,,,"* 最小行程保护: 堵转检测前必须先走过的距离     * 单位: 脉冲     * 作用: 防止刚启动时因静摩擦力误判为堵转     * 建议值: 500~1000脉冲（约5~10°） *)",,
,Default_TailTilt_Limit.rHomePosition,REAL,,0.000000,,,原点位置,,
,Default_TailTilt_Limit.rPulsePerDeg,REAL,,0.000000,,,每度脉冲数,,
,Default_TailTilt_Limit.rAdOffset,REAL,,0.000000,,,,,
,Default_TailTilt_Limit.rAdScale,REAL,,0.000000,,,,,
,Default_TailTilt_Limit.rFitK0,REAL,,0.000000,,,,,
,Default_TailTilt_Limit.rFitK1,REAL,,0.000000,,,,,
,Default_TailTilt_Limit.rFitK2,REAL,,0.000000,,,,,
,Default_TailTilt_Limit.rFitK3,REAL,,0.000000,,,,,
,Default_TailTilt_Limit.rAdJumpLimitDeg,REAL,,0.000000,,,,,
,Default_TailTilt_Limit.rInertiaUp,REAL,,0.000000,,,正转惯性补偿 (脉冲),,
,Default_TailTilt_Limit.rInertiaDown,REAL,,0.000000,,,反转惯性补偿 (脉冲),,
,Default_TailTilt_Limit.rStallThreshold,REAL,,0.000000,,,堵转阈值 (脉冲),,
,Default_TailTilt_Limit.rStallSpeedThreshold,REAL,,0.000000,,,堵转速度阈值,,
,Default_TailTilt_Limit.diStallTimeout,DINT,,0,,,堵转判定时间 (如 T#500MS),,
,Default_TailTilt_Limit.diTimeout,DINT,,0,,,寻传感器超时 (ms) / 标定超时 (ms),,
,Default_TailTilt_Limit.diReverseDelay,DINT,,0,,,反向缓冲延时 (ms),,
,Default_TailTilt_Limit.diStopCheck,DINT,,0,,,停车滑行等待 (ms),,
,Default_TailTilt_Limit.diAdMin,DINT,,0,,,AD有效下限,,
,Default_TailTilt_Limit.diAdMax,DINT,,0,,,AD有效上限,,
,Default_TailTilt_Limit.diAdSampleMs,DINT,,0,,,AD速度估算采样周期 (ms),,
,Default_TailTilt_Limit.iMaxRetries,INT,,0,,,最大修正次数,,
,Default_TailTilt_Limit.iReferenceMode,INT,,0,,,,,
,Default_TailTilt_Limit.iPad,INT,,0,,,,,
,Default_TailTilt_Limit.bInvertPusherDirection,BOOL,,OFF,,,"输出方向取反, 用于不同接线/机构方向",,
136,RST_iStep,INT,,0,不保持,私有,,,
137,RST_bFirstEntry,BOOL,,OFF,不保持,私有,,,
138,RST_iResetMode,INT,,0,不保持,私有,,,
139,RST_bNeedReset,BOOL,,OFF,不保持,私有,,,
140,RST_bDelay_Active,BOOL,,OFF,不保持,私有,,,
141,RST_bDelayQ,BOOL,,OFF,不保持,私有,,,
142,RST_diDelayET,DINT,,0,不保持,私有,,,
143,RST_bStep20_Active,BOOL,,OFF,不保持,私有,,,
144,RST_bStep20_Q,BOOL,,OFF,不保持,私有,,,
145,RST_diStep20_ET,DINT,,0,不保持,私有,,,
146,CALIB_bFirstEntry,BOOL,,OFF,不保持,私有,,,
147,MAN_iLimitField,INT,,0,不保持,私有,,,
148,MON_bNewErrorDetected,BOOL,,OFF,不保持,私有,,,
149,MON_iNewErrorCode,INT,,0,不保持,私有,,,
150,MON_iNewSource,INT,,0,不保持,私有,,,
151,MON_iNewLevel,INT,,0,不保持,私有,,,
152,MON_iNewSubCode,INT,,0,不保持,私有,,,
153,MON_iNewPriority,INT,,0,不保持,私有,,,
154,MON_iCurrPriority,INT,,0,不保持,私有,,,
155,EMRG_bAutoModuleRunning,BOOL,,OFF,不保持,私有,,,
156,tt,INT,,0,不保持,私有,,,
157,tt1,INT,,0,不保持,私有,,,
158,tt2,INT,,0,不保持,私有,,,
159,tt3,INT,,0,不保持,私有,,,
160,MON_bL2StopTriggered,BOOL,,OFF,不保持,私有,,,
161,MON_bChestImpactAtInit,BOOL,,OFF,不保持,私有,,,
162,MON_bLegAngleAtInit,BOOL,,OFF,不保持,私有,,,
163,MON_bSeatTwistAtInit,BOOL,,OFF,不保持,私有,,,
164,MON_bTailTiltAtInit,BOOL,,OFF,不保持,私有,,,
165,MON_bServoAxesHomed,BOOL,,OFF,不保持,私有,,,
166,MON_bPusherReady,BOOL,,OFF,不保持,私有,,,
167,EMRG_bHomeReset,BOOL,,OFF,不保持,私有,,,
168,tStopTimeout,DINT,,0,不保持,私有,,,
169,bStopTimeoutQ,BOOL,,OFF,不保持,私有,,,
170,bResetBtnHeld,BOOL,,OFF,不保持,私有,,,
171,OUT_bDisableMove,BOOL,,OFF,不保持,私有,,,
172,OUT_bDisableEnable,BOOL,,OFF,不保持,私有,,,
173,OUT_bHCPresetCmd,BOOL,,OFF,不保持,私有,,,
174,OUT_bHCPresetEnable,BOOL,,OFF,不保持,私有,,,
175,CALIB_bTmrEnable,BOOL,,OFF,不保持,私有,,,
176,CALIB_iStep,INT,,0,不保持,私有,,,
177,CALIB_bTmrReset,BOOL,,OFF,不保持,私有,,,
178,CALIB_bTimeout,BOOL,,OFF,不保持,私有,,,
179,CALIB_diTmrET,DINT,,0,不保持,私有,,,
180,HOMING_bFirstEntry,BOOL,,OFF,不保持,私有,,,
181,HOMING_stActiveParams,Stru_HomingParams,,OFF,不保持,私有,,,
,HOMING_stActiveParams.rLimitEscapeVel,REAL,,0,,,脱限Jog 速度 (≤MaxVel*10%),,
,HOMING_stActiveParams.rChestJogVel,REAL,,0.000000,,,胸轴主 Jog 速度 (°/s),,
,HOMING_stActiveParams.rLegJogVel,REAL,,0.000000,,,腿轴主 Jog 速度 (°/s),,
,HOMING_stActiveParams.rSeatJogVel,REAL,,0.000000,,,座轴主 Jog 速度 (°/s),,
,HOMING_stActiveParams.rChestCrawlVel,REAL,,0.000000,,,胸轴微调 Jog 速度 (°/s),,
,HOMING_stActiveParams.rLegCrawlVel,REAL,,0.000000,,,腿轴微调 Jog 速度 (°/s),,
,HOMING_stActiveParams.rSeatCrawlVel,REAL,,0.000000,,,座轴微调 Jog 速度 (°/s),,
,HOMING_stActiveParams.rChestApproachZone,REAL,,0.000000,,,胸轴接近区距离 (°),,
,HOMING_stActiveParams.rLegApproachZone,REAL,,0.000000,,,腿轴接近区距离 (°),,
,HOMING_stActiveParams.rSeatApproachZone,REAL,,0.000000,,,座轴接近区距离 (°),,
,HOMING_stActiveParams.rChestHysteresis,REAL,,0.000000,,,胸轴迟滞窗口 (°),,
,HOMING_stActiveParams.rLegHysteresis,REAL,,0.000000,,,腿轴迟滞窗口 (°),,
,HOMING_stActiveParams.rSeatHysteresis,REAL,,0.000000,,, 座轴迟滞窗口 (°),,
,HOMING_stActiveParams.rChestJogAcc,REAL,,0.000000,,,胸轴 Jog 加速度 (°/s2),,
,HOMING_stActiveParams.rLegJogAcc,REAL,,0.000000,,,腿轴 Jog 加速度 (°/s2),,
,HOMING_stActiveParams.rSeatJogAcc,REAL,,0.000000,,, 座轴 Jog 加速度 (°/s2),,
,HOMING_stActiveParams.rAntiPinchTorqueLimit,REAL,,0.000000,,,扭矩防夹阈值 (% 额定),,
,HOMING_stActiveParams.diHomingTimeout,DINT,,0,,, 普通回零全流程超时 (ms),,
,HOMING_stActiveParams.diEmergencyTimeout,DINT,,0,,,"紧急回零单轴超时 (ms, 默认 20000)",,
,HOMING_stActiveParams.diLimitEscapeTimeout,DINT,,0,,,"脱限位超时 (ms, 默认 5000)",,
,HOMING_stActiveParams.diStopReleaseTimeout,DINT,,0,,,"MC_Stop 释放等待 (ms, 风险 R1 需实测)",,
,HOMING_stActiveParams.diEmergencyCoastMs,DINT,,0,,, 接近区松手后的滑行等待 (ms),,
,HOMING_stActiveParams.diEmergencyStallTimeout,DINT,,0,,, Jog 有命令但几乎无速度的判定窗口 (ms),,
,HOMING_stActiveParams.iHomingMode,INT,,0,,,普通回零执行模式 (0=并行 1=顺序),,
,HOMING_stActiveParams.iMaxRetry,INT,,0,,,紧急回零最大复位重试次数 (默认 2),,
,HOMING_stActiveParams.bEmergencyAllowCalib,BOOL,,OFF,,,紧急回零时允许电推杆校准 (FALSE=降级),,
,HOMING_stActiveParams.bPad0,BOOL,,OFF,,,,,
182,HOMING_MODE_MECH,INT,,0,不保持,私有,,,
183,MAN_bFirstEntry,BOOL,,OFF,不保持,私有,,,
184,PWR_iStep,INT,,0,不保持,私有,,,
185,PWR_bPoweringUp,BOOL,,OFF,不保持,私有,,,
186,PWR_tmDelay,DINT,,0,不保持,私有,,,
187,T,INT,,0,不保持,私有,,,
188,bLongPressQ,BOOL,,OFF,不保持,私有,,,
189,HOMING_bStop,BOOL,,OFF,不保持,私有,,,
190,PWR_bPowerLatch,BOOL,,OFF,不保持,私有,,,
191,PWR_bDelayActive,BOOL,,OFF,不保持,私有,,,
192,PWR_bDelayQ,BOOL,,OFF,不保持,私有,,,
193,PWR_diDelayET,DINT,,0,不保持,私有,,,
194,EMRG_stHomingParams,Stru_HomingParams,,OFF,不保持,私有,,,
,EMRG_stHomingParams.rLimitEscapeVel,REAL,,0,,,脱限Jog 速度 (≤MaxVel*10%),,
,EMRG_stHomingParams.rChestJogVel,REAL,,0.000000,,,胸轴主 Jog 速度 (°/s),,
,EMRG_stHomingParams.rLegJogVel,REAL,,0.000000,,,腿轴主 Jog 速度 (°/s),,
,EMRG_stHomingParams.rSeatJogVel,REAL,,0.000000,,,座轴主 Jog 速度 (°/s),,
,EMRG_stHomingParams.rChestCrawlVel,REAL,,0.000000,,,胸轴微调 Jog 速度 (°/s),,
,EMRG_stHomingParams.rLegCrawlVel,REAL,,0.000000,,,腿轴微调 Jog 速度 (°/s),,
,EMRG_stHomingParams.rSeatCrawlVel,REAL,,0.000000,,,座轴微调 Jog 速度 (°/s),,
,EMRG_stHomingParams.rChestApproachZone,REAL,,0.000000,,,胸轴接近区距离 (°),,
,EMRG_stHomingParams.rLegApproachZone,REAL,,0.000000,,,腿轴接近区距离 (°),,
,EMRG_stHomingParams.rSeatApproachZone,REAL,,0.000000,,,座轴接近区距离 (°),,
,EMRG_stHomingParams.rChestHysteresis,REAL,,0.000000,,,胸轴迟滞窗口 (°),,
,EMRG_stHomingParams.rLegHysteresis,REAL,,0.000000,,,腿轴迟滞窗口 (°),,
,EMRG_stHomingParams.rSeatHysteresis,REAL,,0.000000,,, 座轴迟滞窗口 (°),,
,EMRG_stHomingParams.rChestJogAcc,REAL,,0.000000,,,胸轴 Jog 加速度 (°/s2),,
,EMRG_stHomingParams.rLegJogAcc,REAL,,0.000000,,,腿轴 Jog 加速度 (°/s2),,
,EMRG_stHomingParams.rSeatJogAcc,REAL,,0.000000,,, 座轴 Jog 加速度 (°/s2),,
,EMRG_stHomingParams.rAntiPinchTorqueLimit,REAL,,0.000000,,,扭矩防夹阈值 (% 额定),,
,EMRG_stHomingParams.diHomingTimeout,DINT,,0,,, 普通回零全流程超时 (ms),,
,EMRG_stHomingParams.diEmergencyTimeout,DINT,,0,,,"紧急回零单轴超时 (ms, 默认 20000)",,
,EMRG_stHomingParams.diLimitEscapeTimeout,DINT,,0,,,"脱限位超时 (ms, 默认 5000)",,
,EMRG_stHomingParams.diStopReleaseTimeout,DINT,,0,,,"MC_Stop 释放等待 (ms, 风险 R1 需实测)",,
,EMRG_stHomingParams.diEmergencyCoastMs,DINT,,0,,, 接近区松手后的滑行等待 (ms),,
,EMRG_stHomingParams.diEmergencyStallTimeout,DINT,,0,,, Jog 有命令但几乎无速度的判定窗口 (ms),,
,EMRG_stHomingParams.iHomingMode,INT,,0,,,普通回零执行模式 (0=并行 1=顺序),,
,EMRG_stHomingParams.iMaxRetry,INT,,0,,,紧急回零最大复位重试次数 (默认 2),,
,EMRG_stHomingParams.bEmergencyAllowCalib,BOOL,,OFF,,,紧急回零时允许电推杆校准 (FALSE=降级),,
,EMRG_stHomingParams.bPad0,BOOL,,OFF,,,,,
195,HMI_iState,INT,,0,,,,,
196,HMI_bIsEmergency,BOOL,,OFF,,,,,
197,HMI_bIsRunning,BOOL,,OFF,,,,,
198,HMI_bIsStandbyOrManual,BOOL,,OFF,,,,,
199,HMI_bIsManualOnly,BOOL,,OFF,,,,,
200,EMRG_bIsSensitiveRun,BOOL,,OFF,,,,,
201,HOMING_bAbort,BOOL,,OFF,,,,,
202,OUT_stTailState,Stru_PusherFBState,,,,,,,
,OUT_stTailState.rPresetDeg,REAL,,0.000000,,,最近一次Preset目标角度,,
,OUT_stTailState.iErrorCode,INT,,0,,,"错误码 (5001=堵转, 5002=超时, 5003=重试超限)",,
,OUT_stTailState.bRunUp,BOOL,,OFF,,, 正转输出,,
,OUT_stTailState.bRunDown,BOOL,,OFF,,,反转输出,,
,OUT_stTailState.bBusy,BOOL,,OFF,,,忙,,
,OUT_stTailState.bDone,BOOL,,OFF,,, 完成,,
,OUT_stTailState.bError,BOOL,,OFF,,,故障,,
,OUT_stTailState.bStall,BOOL,,OFF,,,,,
,OUT_stTailState.bTimeout,BOOL,,OFF,,,,,
,OUT_stTailState.bHoming,BOOL,,OFF,,,正在执行 Home 流程,,
,OUT_stTailState.bHomed,BOOL,,OFF,,,"已回零 (由 Home 流程置位, 与标定解耦)",,
,OUT_stTailState.bCalibrated,BOOL,,OFF,,,已校准,,
,OUT_stTailState.bHomeSwitch,BOOL,,OFF,,,原点传感器有效 (= I_Pusher_Origin),,
,OUT_stTailState.bReferenceValid,BOOL,,OFF,,,坐标参考有效 (断电恢复/校准后有效),,
,OUT_stTailState.bHomeSensorHealthy,BOOL,,OFF,,,原点传感器健康,,
,OUT_stTailState.bHomeSensorStuckOn,BOOL,,OFF,,,原点传感器卡死ON,,
,OUT_stTailState.bHomeSensorStuckOff,BOOL,,OFF,,,原点传感器卡死OFF/不可达,,
,OUT_stTailState.bHomePlausible,BOOL,,OFF,,,原点传感器与角度一致性通过,,
,OUT_stTailState.bResetOrigin,BOOL,,OFF,,,,,
,OUT_stTailState.bSensorChecked,BOOL,,OFF,,,,,
,OUT_stTailState.bAutoMovePending,BOOL,,OFF,,,,,
,OUT_stTailState.bAutoMoveAllowed,BOOL,,OFF,,,,,
203,AUTO_bMode3Initialized,BOOL,,OFF,,,,,
204,RST_bStep25_Active,BOOL,,OFF,,,,,
205,RST_bHomeExecute,BOOL,,OFF,,,,,
206,RST_bStep25_Q,BOOL,,OFF,,,,,
207,RST_diStep25_ET,DINT,,0,,,,,
208,MODE_bLongPressTrigIn,BOOL,,OFF,,,,,
209,HMI_bIsInit,BOOL,,OFF,,,,,
210,HMI_bIsHomingOrCalib,BOOL,,OFF,,,,,
211,PMS_stApplySource,Stru_CondParams,,,,,,,
,PMS_stApplySource.SeatTwist,Stru_ReciprocationSettings,,...,,,座扭角轴配置,,
,PMS_stApplySource.SeatTwist.arPosition,REAL[16],,...,,,"位置数组    (* 位置数组：定义多段运动的目标位置       示例：[0, 100, 50, 150] 表示 4 段运动       - 第1段：当前位置 → 0       - 第2段：0 → 100       - 第3段：1",,
,PMS_stApplySource.SeatTwist.arPosition[0],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arPosition[1],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arPosition[2],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arPosition[3],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arPosition[4],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arPosition[5],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arPosition[6],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arPosition[7],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arPosition[8],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arPosition[9],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arPosition[10],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arPosition[11],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arPosition[12],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arPosition[13],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arPosition[14],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arPosition[15],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity,REAL[16],,...,,,"(* 速度数组：对应每段运动的速度       与 arPosition 一一对应       单位：用户单位/秒 *)",,
,PMS_stApplySource.SeatTwist.arVelocity[0],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity[1],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity[2],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity[3],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity[4],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity[5],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity[6],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity[7],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity[8],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity[9],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity[10],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity[11],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity[12],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity[13],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity[14],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.arVelocity[15],REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.rAcc,REAL,,0.000000,,,"(* 加速度：运动加速阶段的加速度       ?? 必须 > 0，否则运动异常！       单位：用户单位/秒2 *)",,
,PMS_stApplySource.SeatTwist.rDec,REAL,,0.000000,,,"  (* 减速度：运动减速阶段的减速度       ?? 必须 > 0，否则运动异常！       单位：用户单位/秒2 *)",,
,PMS_stApplySource.SeatTwist.rInitialPosition,REAL,,0.000000,,,"初始位置：运动开始前的参考位置       用于某些需要回原点的场景       单位：用户单位",,
,PMS_stApplySource.SeatTwist.rReserved,REAL,,0.000000,,,,,
,PMS_stApplySource.SeatTwist.iVelocityMode,INT,,0,,,"速度切换模式 (* 速度模式：       0 = 各段使用独立速度（arVelocity 数组）       1 = 所有段使用 arVelocity[0] 的速度 *)",,
,PMS_stApplySource.SeatTwist.iCycleModeLen,INT,,0,,," 方向数组有效长度：abCycleMode 的有效元素个数       范围：1 ~ 16       例如 iCycleModeLen=2 时，方向按 [0,1,0,1...] 循环",,
