序号,变量名,数据类型,隐藏初始值,初始值,掉电保持,网络公开,注释,软元件地址,
,Retain_CondDefaultParam.ChestImpact.bPad1,BOOL,,OFF,,,,,
,Retain_CondDefaultParam.rPusherPos,REAL,,0.000000,,,"成角角度：设备成角机构的目标角度       用于成角阶段的控制       单位：度",,
,Retain_CondDefaultParam.rPusherInitPos,REAL,,0.000000,,,尾板初始角度,,
,Retain_CondDefaultParam.diBatchCount,DINT,,0,,,完整调理流程重复次数 (老化模式),,
,Retain_CondDefaultParam.diBatchInterval,DINT,,0,,,"批次间隔时间 (ms, 老化模式)",,
,Retain_CondDefaultParam.diTotalTimeout,DINT,,0,,,"总超时 (ms, 默认 300000)",,
,Retain_CondDefaultParam.diConfirmTimeout,DINT,,0,,,"HMI 等待确认超时设置 (ms, <=0=禁用)",,
,Retain_CondDefaultParam.iCycleCount,INT,,0,,," 全局循环次数：所有轴的默认循环次数       一次循环 = 执行完 arPosition 全部段",,
,Retain_CondDefaultParam.iSignalMode,INT,,0,,,"全局信号模式 (0=脚踏, 1=自动)",,
6,Retain_bZeroCommissioned,BOOL,,OFF,保持,私有,[V4.1 新增] 机械建零完成标志,,
7,Retain_iParamSignature,INT,,0,保持,私有,[V4.1 新增] 参数区签名,,
8,Retain_rTailLastPulse,REAL,,0.000000,保持,私有,电推杆断电保持: 最后脉冲,,
9,Retain_rTailPulseAtCalib,REAL,,0.000000,保持,私有,电推杆断电保持: 校准基准脉冲,,
10,Retain_bTailReferenceValid,BOOL,,OFF,保持,私有,电推杆断电保持: 参考是否有效,,
11,Retain_iTailRefSignature,INT,,0,保持,私有,电推杆断电保持: 参考签名,,
12,Retain_bChestZeroCommissioned,BOOL,,OFF,保持,私有,,,
13,Retain_bLegZeroCommissioned,BOOL,,OFF,保持,私有,,,
14,Retain_bSeatZeroCommissioned,BOOL,,OFF,保持,私有,,,
15,Retain_bLastShutdownClean,BOOL,,OFF,保持,私有,,,
16,ERR_SELFTEST_POWER_REQUIRED,INT,,1305,不保持,私有,,,
17,ERR_SELFTEST_FAULT_PRESENT,INT,,1306,不保持,私有,,,
18,ERR_SELFTEST_ZERO_REQUIRED,INT,,1307,不保持,私有,,,
19,Retain_HomingParams,Stru_HomingParams,,...,保持,私有,,,
,Retain_HomingParams.rLimitEscapeVel,REAL,,0.000000,,,脱限Jog 速度 (≤MaxVel*10%),,
,Retain_HomingParams.rChestJogVel,REAL,,0.000000,,,胸轴主 Jog 速度 (°/s),,
,Retain_HomingParams.rLegJogVel,REAL,,0.000000,,,腿轴主 Jog 速度 (°/s),,
,Retain_HomingParams.rSeatJogVel,REAL,,0.000000,,,座轴主 Jog 速度 (°/s),,
,Retain_HomingParams.rChestCrawlVel,REAL,,0.000000,,,胸轴微调 Jog 速度 (°/s),,
,Retain_HomingParams.rLegCrawlVel,REAL,,0.000000,,,腿轴微调 Jog 速度 (°/s),,
,Retain_HomingParams.rSeatCrawlVel,REAL,,0.000000,,,座轴微调 Jog 速度 (°/s),,
,Retain_HomingParams.rChestApproachZone,REAL,,0.000000,,,胸轴接近区距离 (°),,
,Retain_HomingParams.rLegApproachZone,REAL,,0.000000,,,腿轴接近区距离 (°),,
,Retain_HomingParams.rSeatApproachZone,REAL,,0.000000,,,座轴接近区距离 (°),,
,Retain_HomingParams.rChestHysteresis,REAL,,0.000000,,,胸轴迟滞窗口 (°),,
,Retain_HomingParams.rLegHysteresis,REAL,,0.000000,,,腿轴迟滞窗口 (°),,
,Retain_HomingParams.rSeatHysteresis,REAL,,0.000000,,, 座轴迟滞窗口 (°),,
,Retain_HomingParams.rChestJogAcc,REAL,,0.000000,,,胸轴 Jog 加速度 (°/s2),,
,Retain_HomingParams.rLegJogAcc,REAL,,0.000000,,,腿轴 Jog 加速度 (°/s2),,
,Retain_HomingParams.rSeatJogAcc,REAL,,0.000000,,, 座轴 Jog 加速度 (°/s2),,
,Retain_HomingParams.rAntiPinchTorqueLimit,REAL,,0.000000,,,扭矩防夹阈值 (% 额定),,
,Retain_HomingParams.diHomingTimeout,DINT,,0,,, 普通回零全流程超时 (ms),,
,Retain_HomingParams.diEmergencyTimeout,DINT,,0,,,"紧急回零单轴超时 (ms, 默认 20000)",,
,Retain_HomingParams.diLimitEscapeTimeout,DINT,,0,,,"脱限位超时 (ms, 默认 5000)",,
,Retain_HomingParams.diStopReleaseTimeout,DINT,,0,,,"MC_Stop 释放等待 (ms, 风险 R1 需实测)",,
,Retain_HomingParams.diEmergencyCoastMs,DINT,,0,,, 接近区松手后的滑行等待 (ms),,
,Retain_HomingParams.diEmergencyStallTimeout,DINT,,0,,, Jog 有命令但几乎无速度的判定窗口 (ms),,
,Retain_HomingParams.iHomingMode,INT,,0,,,普通回零执行模式 (0=并行 1=顺序),,
,Retain_HomingParams.iMaxRetry,INT,,0,,,紧急回零最大复位重试次数 (默认 2),,
,Retain_HomingParams.bEmergencyAllowCalib,BOOL,,OFF,,,紧急回零时允许电推杆校准 (FALSE=降级),,
,Retain_HomingParams.bPad0,BOOL,,OFF,,,,,
20,Retain_diDeviceNoRaw,DINT,,0,保持,私有,,,
21,Retain_bImpactBiasPosValid,BOOL,,OFF,保持,私有,,,
22,Retain_bImpactBiasNegValid,BOOL,,OFF,保持,私有,,,
23,Retain_rImpactBiasPosPct,REAL,,0.000000,保持,私有,,,
24,Retain_rImpactBiasNegPct,REAL,,0.000000,保持,私有,,,
