序号,成员变量名,数据类型,注释,
,Sys.Warning.iVal1,INT,,
,Sys.Warning.pad_int,INT,,
,Sys.Warning.bActive,BOOL,,
,Sys.Warning.pad0,BOOL,,
3,TailTilt,Stru_HMI_Pusher,尾板下降,
,TailTilt.Cmd,Stru_PusherCmd,,
,TailTilt.Cmd.bEnable,BOOL,使能,
,TailTilt.Cmd.bStop,BOOL,停止,
,TailTilt.Cmd.bReset,BOOL,,
,TailTilt.Cmd.bCalibrate,BOOL,执行标定,
,TailTilt.Cmd.bAutoMove,BOOL,自动定位,
,TailTilt.Cmd.bHome,BOOL,回零 (移动到原点位置),
,TailTilt.Cmd.bJogUp,BOOL,正向点动,
,TailTilt.Cmd.bJogDown,BOOL,负向点动,
,TailTilt.Cmd.bManualPreset,BOOL,手动清零,
,TailTilt.Cmd.bResetError,BOOL,重置故障,
,TailTilt.Cmd.bPad,BOOL[6],,
,TailTilt.Cmd.bPad[0],BOOL,,
,TailTilt.Cmd.bPad[1],BOOL,,
,TailTilt.Cmd.bPad[2],BOOL,,
,TailTilt.Cmd.bPad[3],BOOL,,
,TailTilt.Cmd.bPad[4],BOOL,,
,TailTilt.Cmd.bPad[5],BOOL,,
,TailTilt.Status,Stru_PusherStatus,,
,TailTilt.Status.rCurrAngle,REAL,当前角度,
,TailTilt.Status.rCurrPulse,REAL,当前脉冲,
,TailTilt.Status.rPresetDeg,REAL,最近一次Preset目标角度,
,TailTilt.Status.rReserved,REAL,,
,TailTilt.Status.iErrorCode,INT,"错误码 (5001=堵转, 5002=超时, 5003=重试超限)",
,TailTilt.Status.iRetryCount,INT,当前重试计数,
,TailTilt.Status.bCalibrated,BOOL,已校准,
,TailTilt.Status.bHomed,BOOL,"已回零 (由 Home 流程置位, 与标定解耦)",
,TailTilt.Status.bHoming,BOOL,正在执行 Home 流程,
,TailTilt.Status.bHomeSwitch,BOOL,原点传感器有效 (= I_Pusher_Origin),
,TailTilt.Status.bReferenceValid,BOOL,坐标参考有效 (断电恢复/校准后有效),
,TailTilt.Status.bHomeSensorHealthy,BOOL,原点传感器健康,
,TailTilt.Status.bHomeSensorStuckOn,BOOL,原点传感器卡死ON,
,TailTilt.Status.bHomeSensorStuckOff,BOOL,原点传感器卡死OFF/不可达,
,TailTilt.Status.bHomePlausible,BOOL,原点传感器与角度一致性通过,
,TailTilt.Status.bRunUp,BOOL, 正转输出,
,TailTilt.Status.bRunDown,BOOL,反转输出,
,TailTilt.Status.bBusy,BOOL,忙,
,TailTilt.Status.bDone,BOOL, 完成,
,TailTilt.Status.bError,BOOL,故障,
,TailTilt.Status.bWarning,BOOL,,
,TailTilt.Status.bStall,BOOL,,
,TailTilt.Status.bTimeout,BOOL,,
,TailTilt.Status.bPosLimit,BOOL,,
,TailTilt.Status.bNegLimit,BOOL,,
,TailTilt.Status.bAtInit,BOOL,,
,TailTilt.Status.bSensorChecked,BOOL,传感器已被检验 (FB_Home.out_bSensorChecked 镜像),
,TailTilt.Status.bAutoMovePending,BOOL,,
,TailTilt.Status.bAutoMoveAllowed,BOOL,,
,TailTilt.Status.bPadDiag0,BOOL,,
,TailTilt.Status.bPadDiag1,BOOL,,
,TailTilt.ConfigCmd,Stru_ConfigCmd,,
,TailTilt.ConfigCmd.iErrorCode,INT,操作错误,
,TailTilt.ConfigCmd.bLoad,BOOL,"加载, 从运行区读到缓冲区",
,TailTilt.ConfigCmd.bApply,BOOL,"应用, 缓冲区覆盖运行区",
,TailTilt.ConfigCmd.bSave,BOOL,"保存, 运行区写入 Retain",
,TailTilt.ConfigCmd.bResetDefault,BOOL,恢复工厂默认 (统一命名),
,TailTilt.ConfigCmd.bSuccess,BOOL,操作成功,
,TailTilt.ConfigCmd.bError,BOOL,操作失败 (只读),
,TailTilt.ConfigCmd.bPad0,BOOL,加载默认值,
,TailTilt.ConfigCmd.bPad1,BOOL,对齐填充,
,TailTilt.Config,Stru_PusherLimitConfig,,
,TailTilt.Config.rMaxDeg,REAL,正限位 (°),
,TailTilt.Config.rMinDeg,REAL,-27 负限位,
,TailTilt.Config.rTolerance,REAL,到位容差 (用于判断 bAtInit),
,TailTilt.Config.rInitialPosition,REAL,初始位置 初始位置角度 (回零目标),
,TailTilt.Config.rMinTravel,REAL,"* 最小行程保护: 堵转检测前必须先走过的距离     * 单位: 脉冲     * 作用: 防止刚启动时因静摩擦力误判为堵转     * 建议值: 500~1000脉冲（约5~10°） *)",
,TailTilt.Config.rHomePosition,REAL,原点位置,
,TailTilt.Config.rPulsePerDeg,REAL,每度脉冲数,
,TailTilt.Config.rAdOffset,REAL,,
,TailTilt.Config.rAdScale,REAL,,
,TailTilt.Config.rFitK0,REAL,,
,TailTilt.Config.rFitK1,REAL,,
,TailTilt.Config.rFitK2,REAL,,
,TailTilt.Config.rFitK3,REAL,,
,TailTilt.Config.rAdJumpLimitDeg,REAL,,
,TailTilt.Config.rInertiaUp,REAL,正转惯性补偿 (脉冲),
,TailTilt.Config.rInertiaDown,REAL,反转惯性补偿 (脉冲),
,TailTilt.Config.rStallThreshold,REAL,堵转阈值 (脉冲),
,TailTilt.Config.rStallSpeedThreshold,REAL,堵转速度阈值,
,TailTilt.Config.diStallTimeout,DINT,堵转判定时间 (如 T#500MS),
,TailTilt.Config.diTimeout,DINT,寻传感器超时 (ms) / 标定超时 (ms),
,TailTilt.Config.diReverseDelay,DINT,反向缓冲延时 (ms),
,TailTilt.Config.diStopCheck,DINT,停车滑行等待 (ms),
,TailTilt.Config.diAdMin,DINT,AD有效下限,
,TailTilt.Config.diAdMax,DINT,AD有效上限,
,TailTilt.Config.diAdSampleMs,DINT,AD速度估算采样周期 (ms),
,TailTilt.Config.iMaxRetries,INT,最大修正次数,
,TailTilt.Config.iReferenceMode,INT,,
,TailTilt.Config.iPad,INT,,
,TailTilt.Config.bInvertPusherDirection,BOOL,"输出方向取反, 用于不同接线/机构方向",
,TailTilt.Motion,Stru_PusherMotion,,
,TailTilt.Motion.rTargetAngle,REAL,目标角度 (°),
,TailTilt.Motion.rManualPresetAngle,REAL,手动Preset目标角度 (deg),
,TailTilt.Motion.diJogTime,DINT,"Jog 限时 (ms, bJogModeTimed=TRUE 时生效)",
,TailTilt.Motion.diMoveTimeout,DINT,"定位超时 (ms, FB_PusherMove in_diMoveTimeout)",
,TailTilt.Motion.bJogModeTimed,BOOL, 限时 Jog 模式 (TRUE=按 diJogTime 自动停止),
,TailTilt.Motion.bPad0,BOOL,,
4,ChestImpact,Stru_HMI_Axis,冲击轴,
,ChestImpact.Status,Stru_AxisStatus,,
,ChestImpact.Status.Servo,Stru_ServoAxisStatus,,
,ChestImpact.Status.Servo.rActPosition,REAL,实际位置 (脉冲或mm,
,ChestImpact.Status.Servo.rActVelocity,REAL,实际速度,
,ChestImpact.Status.Servo.rActTorque,REAL,实际扭矩,
,ChestImpact.Status.Servo.iErrorCode,INT,错误码 (来自 FB_运动控制),
,ChestImpact.Status.Servo.iDriveErrorCode,INT, 驱动器错误码 (来自伺服),
,ChestImpact.Status.Servo.diDiscreteMotionTime,DINT,定位运动时间 (ms),
,ChestImpact.Status.Servo.bEnabled,BOOL,已使能 (驱动器上电),
,ChestImpact.Status.Servo.bReady,BOOL,驱动就绪,
,ChestImpact.Status.Servo.bBusy,BOOL,运动中 (任意运动指令执行中),
,ChestImpact.Status.Servo.bDone,BOOL,动作完成 (上升沿),
,ChestImpact.Status.Servo.bStandStill,BOOL,静止 (速度为零),
,ChestImpact.Status.Servo.bInPosition,BOOL,"到位 (位置误差在容差内)",
,ChestImpact.Status.Servo.bDiscreteMotion,BOOL,定位运动中,
,ChestImpact.Status.Servo.bMoveDone,BOOL,运动完成 (脉冲),
,ChestImpact.Status.Servo.bZeroCommissioned,BOOL,"底层 home-state 镜像 (= Axis.bhomestate, 非持久建零标志)",
,ChestImpact.Status.Servo.bZeroCommissioning,BOOL,正在原点标定 (运行期通常不触发),
,ChestImpact.Status.Servo.bOriginSwitch,BOOL,原点传感器信号 (物理输入),
,ChestImpact.Status.Servo.bPosLimit,BOOL,正限位触发,
,ChestImpact.Status.Servo.bNegLimit,BOOL,负限位触发,
,ChestImpact.Status.Servo.bError,BOOL,错误激活,
,ChestImpact.Status.Servo.bStopping,BOOL,错误停止中,
,ChestImpact.Status.Servo.bEncoderFault,BOOL,编码器故障 (MONITOR 用于计算 bAbsPositionValid),
,ChestImpact.Status.Servo.pad0,BOOL,,
,ChestImpact.Status.Servo.pad1,BOOL,,
,ChestImpact.Status.Servo.pad2,BOOL,,
,ChestImpact.Status.Servo.bPad3,BOOL,,
,ChestImpact.Status.Force,Stru_AxisForceStatus,,
,ChestImpact.Status.Force.rBiasPosPct,REAL,正扭矩侧静止基线 (%),
,ChestImpact.Status.Force.rBiasNegPct,REAL,负扭矩侧静止基线 (%),
,ChestImpact.Status.Force.rNetTorquePct,REAL,扣基线后的净扭矩 (%),
,ChestImpact.Status.Force.rForceRawN,REAL,未滤波牵引力估算 (N),
,ChestImpact.Status.Force.rForceFiltN,REAL,低通后牵引力估算 (N),
,ChestImpact.Status.Force.diOverForceET,DINT,超力持续时间 (ms),
,ChestImpact.Status.Force.bForceValid,BOOL,当前力估算有效,
,ChestImpact.Status.Force.bBiasPosValid,BOOL,正侧基线已学习,
,ChestImpact.Status.Force.bBiasNegValid,BOOL,负侧基线已学习,
,ChestImpact.Status.Force.bOverForce,BOOL,超力实时态,
,ChestImpact.Status.Force.bOverForceLatched,BOOL,超力锁存,
,ChestImpact.Status.Force.bPad0,BOOL,对齐填充,
,ChestImpact.Status.iCurrentStep,INT,"当前运动步骤 (0=空闲, 1-N=执行中)",
,ChestImpact.Status.iPadInt,INT,对齐填充,
,ChestImpact.Status.diWaitingTime,DINT,等待时间 (ms),
,ChestImpact.Status.diMotionTime,DINT,运动用时 (ms),
,ChestImpact.Status.iErrorCode,INT,[镜像] = Servo.iErrorCode (HMI 使用),
,ChestImpact.Status.bCalibrated,BOOL,已标定 (Servo 没有此状态),
,ChestImpact.Status.bError,BOOL,,
,ChestImpact.Status.bWarning,BOOL,警告激活 (区别于 Servo.bError),
,ChestImpact.Status.bAxisErrorStopping,BOOL,轴错误停止中 (区别于 Servo.bStopping),
,ChestImpact.Status.bAtInit,BOOL,在初始位置容差内,
,ChestImpact.Status.bPad0,BOOL,,
,ChestImpact.Cmd,Stru_AxisCmd,,
,ChestImpact.Cmd.bEnable,BOOL,"使能, 触发伺服上电",
,ChestImpact.Cmd.bReset,BOOL,"复位, 清除轴错误",
,ChestImpact.Cmd.bZeroCommission,BOOL,"原点标定 (仅工厂模式, 触发 MC_Home, 运行期禁止)",
,ChestImpact.Cmd.bStop,BOOL,"停止, 立即减速停车",
,ChestImpact.Cmd.bMoveAbs,BOOL,"绝对定位, 移动到 rTargetPo",
,ChestImpact.Cmd.bMoveRel,BOOL,"相对定位, 移动 rTargetPos 距离",
,ChestImpact.Cmd.bJogPos,BOOL,"正向点动, 按住持续动作",
,ChestImpact.Cmd.bJogNeg,BOOL,"负向点动, 按住持续动作",
,ChestImpact.Cmd.bAutoMove,BOOL,,
,ChestImpact.Cmd.bMoveBuffer,BOOL,,
,ChestImpact.Cmd.bRequestDisable,BOOL, 请求断使能 (EMERGENCY_HOME 降级复位流程),
,ChestImpact.Cmd.bPad0,BOOL,,
,ChestImpact.Cmd.pad1,BOOL,,
,ChestImpact.Cmd.pad2,BOOL,,
,ChestImpact.Cmd.pad3,BOOL,,
,ChestImpact.Cmd.pad4,BOOL,,
,ChestImpact.Motion,Stru_AxisMotionParam,,
,ChestImpact.Motion.rTargetPos,REAL,目标位置,
,ChestImpact.Motion.rTargetVel,REAL,目标速度,
,ChestImpact.Motion.rJogVel,REAL,点动速度,
,ChestImpact.Motion.rAcc,REAL,加速度,
,ChestImpact.Motion.rDec,REAL,减速度,
,ChestImpact.Motion.rInitPos,REAL,初始位置,
,ChestImpact.Motion.diTimeout,DINT,,
,ChestImpact.Motion.rReserved,REAL,,
,ChestImpact.Config,Stru_AxisLimitConfig,,
,ChestImpact.Config.rPosLimit,REAL,正限位 (°或mm),
,ChestImpact.Config.rNegLimit,REAL,负限位 (°或mm),
,ChestImpact.Config.rInitPos,REAL,初始位置,
,ChestImpact.Config.rTolerance,REAL,到位容差 (°或mm),
,ChestImpact.Config.rMaxVel,REAL,最大速度,
,ChestImpact.Config.rMinVel,REAL,最小速度,
,ChestImpact.Config.rMaxAcc,REAL,加速度,
,ChestImpact.Config.rMaxDec,REAL,减速度,
,ChestImpact.Config.diPulsePerDeg,DINT,脉冲当量 (Pulse/°),
,ChestImpact.Config.diTimeout,DINT,超时报警,
,ChestImpact.ConfigCmd,Stru_ConfigCmd,,
,ChestImpact.ConfigCmd.iErrorCode,INT,操作错误,
,ChestImpact.ConfigCmd.bLoad,BOOL,"加载, 从运行区读到缓冲区",
,ChestImpact.ConfigCmd.bApply,BOOL,"应用, 缓冲区覆盖运行区",
,ChestImpact.ConfigCmd.bSave,BOOL,"保存, 运行区写入 Retain",
,ChestImpact.ConfigCmd.bResetDefault,BOOL,恢复工厂默认 (统一命名),
,ChestImpact.ConfigCmd.bSuccess,BOOL,操作成功,
,ChestImpact.ConfigCmd.bError,BOOL,操作失败 (只读),
,ChestImpact.ConfigCmd.bPad0,BOOL,加载默认值,
,ChestImpact.ConfigCmd.bPad1,BOOL,对齐填充,
5,SeatTwist,Stru_HMI_Axis,扭角,
,SeatTwist.Status,Stru_AxisStatus,,
,SeatTwist.Status.Servo,Stru_ServoAxisStatus,,
,SeatTwist.Status.Servo.rActPosition,REAL,实际位置 (脉冲或mm,
,SeatTwist.Status.Servo.rActVelocity,REAL,实际速度,
,SeatTwist.Status.Servo.rActTorque,REAL,实际扭矩,
,SeatTwist.Status.Servo.iErrorCode,INT,错误码 (来自 FB_运动控制),
,SeatTwist.Status.Servo.iDriveErrorCode,INT, 驱动器错误码 (来自伺服),
,SeatTwist.Status.Servo.diDiscreteMotionTime,DINT,定位运动时间 (ms),
,SeatTwist.Status.Servo.bEnabled,BOOL,已使能 (驱动器上电),
,SeatTwist.Status.Servo.bReady,BOOL,驱动就绪,
,SeatTwist.Status.Servo.bBusy,BOOL,运动中 (任意运动指令执行中),
,SeatTwist.Status.Servo.bDone,BOOL,动作完成 (上升沿),
,SeatTwist.Status.Servo.bStandStill,BOOL,静止 (速度为零),
,SeatTwist.Status.Servo.bInPosition,BOOL,"到位 (位置误差在容差内)",
,SeatTwist.Status.Servo.bDiscreteMotion,BOOL,定位运动中,
,SeatTwist.Status.Servo.bMoveDone,BOOL,运动完成 (脉冲),
,SeatTwist.Status.Servo.bZeroCommissioned,BOOL,"底层 home-state 镜像 (= Axis.bhomestate, 非持久建零标志)",
,SeatTwist.Status.Servo.bZeroCommissioning,BOOL,正在原点标定 (运行期通常不触发),
,SeatTwist.Status.Servo.bOriginSwitch,BOOL,原点传感器信号 (物理输入),
,SeatTwist.Status.Servo.bPosLimit,BOOL,正限位触发,
,SeatTwist.Status.Servo.bNegLimit,BOOL,负限位触发,
,SeatTwist.Status.Servo.bError,BOOL,错误激活,
,SeatTwist.Status.Servo.bStopping,BOOL,错误停止中,
,SeatTwist.Status.Servo.bEncoderFault,BOOL,编码器故障 (MONITOR 用于计算 bAbsPositionValid),
,SeatTwist.Status.Servo.pad0,BOOL,,
,SeatTwist.Status.Servo.pad1,BOOL,,
,SeatTwist.Status.Servo.pad2,BOOL,,
,SeatTwist.Status.Servo.bPad3,BOOL,,
,SeatTwist.Status.Force,Stru_AxisForceStatus,,
,SeatTwist.Status.Force.rBiasPosPct,REAL,正扭矩侧静止基线 (%),
,SeatTwist.Status.Force.rBiasNegPct,REAL,负扭矩侧静止基线 (%),
,SeatTwist.Status.Force.rNetTorquePct,REAL,扣基线后的净扭矩 (%),
,SeatTwist.Status.Force.rForceRawN,REAL,未滤波牵引力估算 (N),
,SeatTwist.Status.Force.rForceFiltN,REAL,低通后牵引力估算 (N),
,SeatTwist.Status.Force.diOverForceET,DINT,超力持续时间 (ms),
,SeatTwist.Status.Force.bForceValid,BOOL,当前力估算有效,
,SeatTwist.Status.Force.bBiasPosValid,BOOL,正侧基线已学习,
,SeatTwist.Status.Force.bBiasNegValid,BOOL,负侧基线已学习,
,SeatTwist.Status.Force.bOverForce,BOOL,超力实时态,
,SeatTwist.Status.Force.bOverForceLatched,BOOL,超力锁存,
,SeatTwist.Status.Force.bPad0,BOOL,对齐填充,
,SeatTwist.Status.iCurrentStep,INT,"当前运动步骤 (0=空闲, 1-N=执行中)",
,SeatTwist.Status.iPadInt,INT,对齐填充,
,SeatTwist.Status.diWaitingTime,DINT,等待时间 (ms),
,SeatTwist.Status.diMotionTime,DINT,运动用时 (ms),
,SeatTwist.Status.iErrorCode,INT,[镜像] = Servo.iErrorCode (HMI 使用),
,SeatTwist.Status.bCalibrated,BOOL,已标定 (Servo 没有此状态),
,SeatTwist.Status.bError,BOOL,,
,SeatTwist.Status.bWarning,BOOL,警告激活 (区别于 Servo.bError),
,SeatTwist.Status.bAxisErrorStopping,BOOL,轴错误停止中 (区别于 Servo.bStopping),
,SeatTwist.Status.bAtInit,BOOL,在初始位置容差内,
,SeatTwist.Status.bPad0,BOOL,,
,SeatTwist.Cmd,Stru_AxisCmd,,
,SeatTwist.Cmd.bEnable,BOOL,"使能, 触发伺服上电",
,SeatTwist.Cmd.bReset,BOOL,"复位, 清除轴错误",
,SeatTwist.Cmd.bZeroCommission,BOOL,"原点标定 (仅工厂模式, 触发 MC_Home, 运行期禁止)",
,SeatTwist.Cmd.bStop,BOOL,"停止, 立即减速停车",
,SeatTwist.Cmd.bMoveAbs,BOOL,"绝对定位, 移动到 rTargetPo",
,SeatTwist.Cmd.bMoveRel,BOOL,"相对定位, 移动 rTargetPos 距离",
,SeatTwist.Cmd.bJogPos,BOOL,"正向点动, 按住持续动作",
,SeatTwist.Cmd.bJogNeg,BOOL,"负向点动, 按住持续动作",
,SeatTwist.Cmd.bAutoMove,BOOL,,
,SeatTwist.Cmd.bMoveBuffer,BOOL,,
,SeatTwist.Cmd.bRequestDisable,BOOL, 请求断使能 (EMERGENCY_HOME 降级复位流程),
,SeatTwist.Cmd.bPad0,BOOL,,
,SeatTwist.Cmd.pad1,BOOL,,
,SeatTwist.Cmd.pad2,BOOL,,
,SeatTwist.Cmd.pad3,BOOL,,
,SeatTwist.Cmd.pad4,BOOL,,
,SeatTwist.Motion,Stru_AxisMotionParam,,
,SeatTwist.Motion.rTargetPos,REAL,目标位置,
,SeatTwist.Motion.rTargetVel,REAL,目标速度,
,SeatTwist.Motion.rJogVel,REAL,点动速度,
,SeatTwist.Motion.rAcc,REAL,加速度,
,SeatTwist.Motion.rDec,REAL,减速度,
,SeatTwist.Motion.rInitPos,REAL,初始位置,
,SeatTwist.Motion.diTimeout,DINT,,
,SeatTwist.Motion.rReserved,REAL,,
,SeatTwist.Config,Stru_AxisLimitConfig,,
,SeatTwist.Config.rPosLimit,REAL,正限位 (°或mm),
,SeatTwist.Config.rNegLimit,REAL,负限位 (°或mm),
,SeatTwist.Config.rInitPos,REAL,初始位置,
,SeatTwist.Config.rTolerance,REAL,到位容差 (°或mm),
,SeatTwist.Config.rMaxVel,REAL,最大速度,
,SeatTwist.Config.rMinVel,REAL,最小速度,
,SeatTwist.Config.rMaxAcc,REAL,加速度,
,SeatTwist.Config.rMaxDec,REAL,减速度,
,SeatTwist.Config.diPulsePerDeg,DINT,脉冲当量 (Pulse/°),
,SeatTwist.Config.diTimeout,DINT,超时报警,
,SeatTwist.ConfigCmd,Stru_ConfigCmd,,
,SeatTwist.ConfigCmd.iErrorCode,INT,操作错误,
,SeatTwist.ConfigCmd.bLoad,BOOL,"加载, 从运行区读到缓冲区",
,SeatTwist.ConfigCmd.bApply,BOOL,"应用, 缓冲区覆盖运行区",
,SeatTwist.ConfigCmd.bSave,BOOL,"保存, 运行区写入 Retain",
,SeatTwist.ConfigCmd.bResetDefault,BOOL,恢复工厂默认 (统一命名),
,SeatTwist.ConfigCmd.bSuccess,BOOL,操作成功,
,SeatTwist.ConfigCmd.bError,BOOL,操作失败 (只读),
,SeatTwist.ConfigCmd.bPad0,BOOL,加载默认值,
,SeatTwist.ConfigCmd.bPad1,BOOL,对齐填充,
6,LegAngle,Stru_HMI_Axis,转角,
,LegAngle.Status,Stru_AxisStatus,,
,LegAngle.Status.Servo,Stru_ServoAxisStatus,,
,LegAngle.Status.Servo.rActPosition,REAL,实际位置 (脉冲或mm,
,LegAngle.Status.Servo.rActVelocity,REAL,实际速度,
,LegAngle.Status.Servo.rActTorque,REAL,实际扭矩,
,LegAngle.Status.Servo.iErrorCode,INT,错误码 (来自 FB_运动控制),
,LegAngle.Status.Servo.iDriveErrorCode,INT, 驱动器错误码 (来自伺服),
,LegAngle.Status.Servo.diDiscreteMotionTime,DINT,定位运动时间 (ms),
,LegAngle.Status.Servo.bEnabled,BOOL,已使能 (驱动器上电),
,LegAngle.Status.Servo.bReady,BOOL,驱动就绪,
,LegAngle.Status.Servo.bBusy,BOOL,运动中 (任意运动指令执行中),
,LegAngle.Status.Servo.bDone,BOOL,动作完成 (上升沿),
,LegAngle.Status.Servo.bStandStill,BOOL,静止 (速度为零),
,LegAngle.Status.Servo.bInPosition,BOOL,"到位 (位置误差在容差内)",
,LegAngle.Status.Servo.bDiscreteMotion,BOOL,定位运动中,
,LegAngle.Status.Servo.bMoveDone,BOOL,运动完成 (脉冲),
,LegAngle.Status.Servo.bZeroCommissioned,BOOL,"底层 home-state 镜像 (= Axis.bhomestate, 非持久建零标志)",
,LegAngle.Status.Servo.bZeroCommissioning,BOOL,正在原点标定 (运行期通常不触发),
,LegAngle.Status.Servo.bOriginSwitch,BOOL,原点传感器信号 (物理输入),
,LegAngle.Status.Servo.bPosLimit,BOOL,正限位触发,
,LegAngle.Status.Servo.bNegLimit,BOOL,负限位触发,
,LegAngle.Status.Servo.bError,BOOL,错误激活,
,LegAngle.Status.Servo.bStopping,BOOL,错误停止中,
,LegAngle.Status.Servo.bEncoderFault,BOOL,编码器故障 (MONITOR 用于计算 bAbsPositionValid),
,LegAngle.Status.Servo.pad0,BOOL,,
,LegAngle.Status.Servo.pad1,BOOL,,
,LegAngle.Status.Servo.pad2,BOOL,,
,LegAngle.Status.Servo.bPad3,BOOL,,
,LegAngle.Status.Force,Stru_AxisForceStatus,,
,LegAngle.Status.Force.rBiasPosPct,REAL,正扭矩侧静止基线 (%),
,LegAngle.Status.Force.rBiasNegPct,REAL,负扭矩侧静止基线 (%),
,LegAngle.Status.Force.rNetTorquePct,REAL,扣基线后的净扭矩 (%),
,LegAngle.Status.Force.rForceRawN,REAL,未滤波牵引力估算 (N),
,LegAngle.Status.Force.rForceFiltN,REAL,低通后牵引力估算 (N),
,LegAngle.Status.Force.diOverForceET,DINT,超力持续时间 (ms),
,LegAngle.Status.Force.bForceValid,BOOL,当前力估算有效,
,LegAngle.Status.Force.bBiasPosValid,BOOL,正侧基线已学习,
,LegAngle.Status.Force.bBiasNegValid,BOOL,负侧基线已学习,
,LegAngle.Status.Force.bOverForce,BOOL,超力实时态,
,LegAngle.Status.Force.bOverForceLatched,BOOL,超力锁存,
,LegAngle.Status.Force.bPad0,BOOL,对齐填充,
,LegAngle.Status.iCurrentStep,INT,"当前运动步骤 (0=空闲, 1-N=执行中)",
,LegAngle.Status.iPadInt,INT,对齐填充,
,LegAngle.Status.diWaitingTime,DINT,等待时间 (ms),
,LegAngle.Status.diMotionTime,DINT,运动用时 (ms),
,LegAngle.Status.iErrorCode,INT,[镜像] = Servo.iErrorCode (HMI 使用),
,LegAngle.Status.bCalibrated,BOOL,已标定 (Servo 没有此状态),
,LegAngle.Status.bError,BOOL,,
,LegAngle.Status.bWarning,BOOL,警告激活 (区别于 Servo.bError),
,LegAngle.Status.bAxisErrorStopping,BOOL,轴错误停止中 (区别于 Servo.bStopping),
,LegAngle.Status.bAtInit,BOOL,在初始位置容差内,
,LegAngle.Status.bPad0,BOOL,,
,LegAngle.Cmd,Stru_AxisCmd,,
,LegAngle.Cmd.bEnable,BOOL,"使能, 触发伺服上电",
,LegAngle.Cmd.bReset,BOOL,"复位, 清除轴错误",
,LegAngle.Cmd.bZeroCommission,BOOL,"原点标定 (仅工厂模式, 触发 MC_Home, 运行期禁止)",
,LegAngle.Cmd.bStop,BOOL,"停止, 立即减速停车",
,LegAngle.Cmd.bMoveAbs,BOOL,"绝对定位, 移动到 rTargetPo",
,LegAngle.Cmd.bMoveRel,BOOL,"相对定位, 移动 rTargetPos 距离",
,LegAngle.Cmd.bJogPos,BOOL,"正向点动, 按住持续动作",
,LegAngle.Cmd.bJogNeg,BOOL,"负向点动, 按住持续动作",
,LegAngle.Cmd.bAutoMove,BOOL,,
,LegAngle.Cmd.bMoveBuffer,BOOL,,
,LegAngle.Cmd.bRequestDisable,BOOL, 请求断使能 (EMERGENCY_HOME 降级复位流程),
,LegAngle.Cmd.bPad0,BOOL,,
,LegAngle.Cmd.pad1,BOOL,,
,LegAngle.Cmd.pad2,BOOL,,
,LegAngle.Cmd.pad3,BOOL,,
,LegAngle.Cmd.pad4,BOOL,,
,LegAngle.Motion,Stru_AxisMotionParam,,
,LegAngle.Motion.rTargetPos,REAL,目标位置,
,LegAngle.Motion.rTargetVel,REAL,目标速度,
,LegAngle.Motion.rJogVel,REAL,点动速度,
,LegAngle.Motion.rAcc,REAL,加速度,
,LegAngle.Motion.rDec,REAL,减速度,
,LegAngle.Motion.rInitPos,REAL,初始位置,
,LegAngle.Motion.diTimeout,DINT,,
,LegAngle.Motion.rReserved,REAL,,
,LegAngle.Config,Stru_AxisLimitConfig,,
,LegAngle.Config.rPosLimit,REAL,正限位 (°或mm),
,LegAngle.Config.rNegLimit,REAL,负限位 (°或mm),
,LegAngle.Config.rInitPos,REAL,初始位置,
,LegAngle.Config.rTolerance,REAL,到位容差 (°或mm),
,LegAngle.Config.rMaxVel,REAL,最大速度,
,LegAngle.Config.rMinVel,REAL,最小速度,
,LegAngle.Config.rMaxAcc,REAL,加速度,
,LegAngle.Config.rMaxDec,REAL,减速度,
,LegAngle.Config.diPulsePerDeg,DINT,脉冲当量 (Pulse/°),
,LegAngle.Config.diTimeout,DINT,超时报警,
,LegAngle.ConfigCmd,Stru_ConfigCmd,,
,LegAngle.ConfigCmd.iErrorCode,INT,操作错误,
,LegAngle.ConfigCmd.bLoad,BOOL,"加载, 从运行区读到缓冲区",
,LegAngle.ConfigCmd.bApply,BOOL,"应用, 缓冲区覆盖运行区",
,LegAngle.ConfigCmd.bSave,BOOL,"保存, 运行区写入 Retain",
,LegAngle.ConfigCmd.bResetDefault,BOOL,恢复工厂默认 (统一命名),
,LegAngle.ConfigCmd.bSuccess,BOOL,操作成功,
,LegAngle.ConfigCmd.bError,BOOL,操作失败 (只读),
,LegAngle.ConfigCmd.bPad0,BOOL,加载默认值,
,LegAngle.ConfigCmd.bPad1,BOOL,对齐填充,
7,HomingParams,Stru_HMI_HomingParams,,
,HomingParams.Cmd,Stru_ConfigCmd,,
,HomingParams.Cmd.iErrorCode,INT,,
,HomingParams.Cmd.bLoad,BOOL,,
,HomingParams.Cmd.bApply,BOOL,,
,HomingParams.Cmd.bSave,BOOL,,
,HomingParams.Cmd.bResetDefault,BOOL,,
,HomingParams.Cmd.bSuccess,BOOL,,
,HomingParams.Cmd.bError,BOOL,,
,HomingParams.Cmd.bPad0,BOOL,,
,HomingParams.Cmd.bPad1,BOOL,,
,HomingParams.Params,Stru_HomingParams,,
,HomingParams.Params.rLimitEscapeVel,REAL,,
,HomingParams.Params.rChestJogVel,REAL,,
,HomingParams.Params.rLegJogVel,REAL,,
,HomingParams.Params.rSeatJogVel,REAL,,
,HomingParams.Params.rChestCrawlVel,REAL,,
